subj,session,trial,rt,object_response,category,condition,imagename
deit_sinsup,1,132,NaN,bear,bear,NaN,bear5-oven3.png
deit_sinsup,1,133,NaN,cat,bear,NaN,bear6-bear1.png
deit_sinsup,1,134,NaN,bear,bear,NaN,bear6-bird2.png
deit_sinsup,1,135,NaN,airplane,bear,NaN,bear6-boat3.png
deit_sinsup,1,136,NaN,cat,bear,NaN,bear6-bottle3.png
deit_sinsup,1,137,NaN,airplane,bear,NaN,bear6-car2.png
deit_sinsup,1,138,NaN,bear,bear,NaN,bear6-cat3.png
deit_sinsup,1,139,NaN,elephant,bear,NaN,bear6-chair1.png
deit_sinsup,1,140,NaN,cat,bear,NaN,bear6-clock1.png
deit_sinsup,1,141,NaN,airplane,bear,NaN,bear7-bear2.png
deit_sinsup,1,142,NaN,dog,bear,NaN,bear7-bicycle2.png
deit_sinsup,1,143,NaN,bear,bear,NaN,bear7-clock1.png
deit_sinsup,1,144,NaN,bear,bear,NaN,bear7-dog3.png
deit_sinsup,1,145,NaN,bear,bear,NaN,bear7-oven3.png
deit_sinsup,1,146,NaN,bear,bear,NaN,bear7-truck1.png
deit_sinsup,1,147,NaN,bear,bear,NaN,bear8-airplane1.png
deit_sinsup,1,148,NaN,bear,bear,NaN,bear8-bear1.png
deit_sinsup,1,149,NaN,bear,bear,NaN,bear8-bicycle3.png
deit_sinsup,1,150,NaN,bear,bear,NaN,bear8-boat2.png
deit_sinsup,1,151,NaN,bear,bear,NaN,bear8-bottle1.png
deit_sinsup,1,152,NaN,bear,bear,NaN,bear8-dog1.png
deit_sinsup,1,153,NaN,bear,bear,NaN,bear8-elephant2.png
deit_sinsup,1,154,NaN,bear,bear,NaN,bear8-knife3.png
deit_sinsup,1,155,NaN,bottle,bear,NaN,bear8-truck3.png
deit_sinsup,1,156,NaN,bear,bear,NaN,bear9-boat2.png
deit_sinsup,1,157,NaN,bear,bear,NaN,bear9-bottle2.png
deit_sinsup,1,158,NaN,bear,bear,NaN,bear9-dog1.png
deit_sinsup,1,159,NaN,elephant,bear,NaN,bear9-keyboard3.png
deit_sinsup,1,160,NaN,bear,bear,NaN,bear9-knife2.png
deit_sinsup,1,161,NaN,bicycle,bicycle,NaN,bicycle1-airplane2.png
deit_sinsup,1,162,NaN,bicycle,bicycle,NaN,bicycle1-bear1.png
deit_sinsup,1,163,NaN,bicycle,bicycle,NaN,bicycle1-bicycle3.png
deit_sinsup,1,164,NaN,bicycle,bicycle,NaN,bicycle1-bird1.png
deit_sinsup,1,165,NaN,bicycle,bicycle,NaN,bicycle1-boat3.png
deit_sinsup,1,166,NaN,bicycle,bicycle,NaN,bicycle1-bottle3.png
deit_sinsup,1,167,NaN,bicycle,bicycle,NaN,bicycle1-chair1.png
deit_sinsup,1,168,NaN,bicycle,bicycle,NaN,bicycle1-clock3.png
deit_sinsup,1,169,NaN,bicycle,bicycle,NaN,bicycle1-dog3.png
deit_sinsup,1,170,NaN,bicycle,bicycle,NaN,bicycle1-elephant2.png
deit_sinsup,1,171,NaN,bicycle,bicycle,NaN,bicycle1-knife3.png
deit_sinsup,1,172,NaN,bicycle,bicycle,NaN,bicycle1-oven1.png
deit_sinsup,1,173,NaN,bicycle,bicycle,NaN,bicycle1-truck1.png
deit_sinsup,1,174,NaN,bicycle,bicycle,NaN,bicycle10-airplane2.png
deit_sinsup,1,175,NaN,bicycle,bicycle,NaN,bicycle10-boat3.png
deit_sinsup,1,176,NaN,bicycle,bicycle,NaN,bicycle10-clock2.png
deit_sinsup,1,177,NaN,bicycle,bicycle,NaN,bicycle10-dog3.png
deit_sinsup,1,178,NaN,bicycle,bicycle,NaN,bicycle10-elephant2.png
deit_sinsup,1,179,NaN,bicycle,bicycle,NaN,bicycle2-bicycle1.png
deit_sinsup,1,180,NaN,bicycle,bicycle,NaN,bicycle2-bird3.png
deit_sinsup,1,181,NaN,bicycle,bicycle,NaN,bicycle2-bottle1.png
deit_sinsup,1,182,NaN,bicycle,bicycle,NaN,bicycle2-car2.png
deit_sinsup,1,183,NaN,bicycle,bicycle,NaN,bicycle2-dog1.png
deit_sinsup,1,184,NaN,bottle,bicycle,NaN,bicycle2-keyboard2.png
deit_sinsup,1,185,NaN,bicycle,bicycle,NaN,bicycle2-knife2.png
deit_sinsup,1,186,NaN,bicycle,bicycle,NaN,bicycle3-bird1.png
deit_sinsup,1,187,NaN,bicycle,bicycle,NaN,bicycle3-elephant2.png
deit_sinsup,1,188,NaN,bicycle,bicycle,NaN,bicycle3-keyboard1.png
deit_sinsup,1,189,NaN,bicycle,bicycle,NaN,bicycle3-oven3.png
deit_sinsup,1,190,NaN,bicycle,bicycle,NaN,bicycle3-truck3.png
deit_sinsup,1,191,NaN,bicycle,bicycle,NaN,bicycle4-airplane1.png
deit_sinsup,1,192,NaN,bicycle,bicycle,NaN,bicycle4-bicycle3.png
deit_sinsup,1,193,NaN,bicycle,bicycle,NaN,bicycle4-boat1.png
deit_sinsup,1,194,NaN,bicycle,bicycle,NaN,bicycle4-bottle1.png
deit_sinsup,1,195,NaN,bicycle,bicycle,NaN,bicycle4-car2.png
deit_sinsup,1,196,NaN,bicycle,bicycle,NaN,bicycle4-cat1.png
deit_sinsup,1,197,NaN,bicycle,bicycle,NaN,bicycle4-chair2.png
deit_sinsup,1,198,NaN,bicycle,bicycle,NaN,bicycle4-clock3.png
deit_sinsup,1,199,NaN,bicycle,bicycle,NaN,bicycle4-keyboard3.png
deit_sinsup,1,200,NaN,bicycle,bicycle,NaN,bicycle4-knife3.png
deit_sinsup,1,201,NaN,bicycle,bicycle,NaN,bicycle4-oven3.png
deit_sinsup,1,202,NaN,bicycle,bicycle,NaN,bicycle4-truck3.png
deit_sinsup,1,203,NaN,knife,bicycle,NaN,bicycle5-bear1.png
deit_sinsup,1,204,NaN,bicycle,bicycle,NaN,bicycle5-bottle3.png
deit_sinsup,1,205,NaN,bicycle,bicycle,NaN,bicycle5-car3.png
deit_sinsup,1,206,NaN,truck,bicycle,NaN,bicycle5-cat1.png
deit_sinsup,1,207,NaN,bicycle,bicycle,NaN,bicycle5-chair2.png
deit_sinsup,1,208,NaN,bicycle,bicycle,NaN,bicycle5-dog2.png
deit_sinsup,1,209,NaN,bicycle,bicycle,NaN,bicycle5-elephant1.png
deit_sinsup,1,210,NaN,clock,bicycle,NaN,bicycle5-keyboard3.png
deit_sinsup,1,211,NaN,bicycle,bicycle,NaN,bicycle5-oven3.png
deit_sinsup,1,212,NaN,oven,bicycle,NaN,bicycle6-airplane2.png
deit_sinsup,1,213,NaN,bicycle,bicycle,NaN,bicycle6-bicycle3.png
deit_sinsup,1,214,NaN,bicycle,bicycle,NaN,bicycle6-boat2.png
deit_sinsup,1,215,NaN,clock,bicycle,NaN,bicycle6-car2.png
deit_sinsup,1,216,NaN,chair,bicycle,NaN,bicycle6-cat1.png
deit_sinsup,1,217,NaN,knife,bicycle,NaN,bicycle6-dog2.png
deit_sinsup,1,218,NaN,bicycle,bicycle,NaN,bicycle7-bear2.png
deit_sinsup,1,219,NaN,bicycle,bicycle,NaN,bicycle7-bicycle2.png
deit_sinsup,1,220,NaN,bicycle,bicycle,NaN,bicycle7-cat1.png
deit_sinsup,1,221,NaN,bicycle,bicycle,NaN,bicycle7-clock3.png
deit_sinsup,1,222,NaN,bicycle,bicycle,NaN,bicycle7-elephant2.png
deit_sinsup,1,223,NaN,bicycle,bicycle,NaN,bicycle7-knife2.png
deit_sinsup,1,224,NaN,bicycle,bicycle,NaN,bicycle7-oven1.png
deit_sinsup,1,225,NaN,bicycle,bicycle,NaN,bicycle7-truck3.png
deit_sinsup,1,226,NaN,bicycle,bicycle,NaN,bicycle8-bear2.png
deit_sinsup,1,227,NaN,bicycle,bicycle,NaN,bicycle8-bird2.png
deit_sinsup,1,228,NaN,bicycle,bicycle,NaN,bicycle8-boat1.png
deit_sinsup,1,229,NaN,bicycle,bicycle,NaN,bicycle8-chair2.png
deit_sinsup,1,230,NaN,bicycle,bicycle,NaN,bicycle8-clock3.png
deit_sinsup,1,231,NaN,bicycle,bicycle,NaN,bicycle8-truck1.png
deit_sinsup,1,232,NaN,bicycle,bicycle,NaN,bicycle9-airplane2.png
deit_sinsup,1,233,NaN,bicycle,bicycle,NaN,bicycle9-bear1.png
deit_sinsup,1,234,NaN,bicycle,bicycle,NaN,bicycle9-bird3.png
deit_sinsup,1,235,NaN,bicycle,bicycle,NaN,bicycle9-bottle1.png
deit_sinsup,1,236,NaN,bicycle,bicycle,NaN,bicycle9-car1.png
deit_sinsup,1,237,NaN,bicycle,bicycle,NaN,bicycle9-cat3.png
deit_sinsup,1,238,NaN,bicycle,bicycle,NaN,bicycle9-chair1.png
deit_sinsup,1,239,NaN,clock,bicycle,NaN,bicycle9-keyboard3.png
deit_sinsup,1,240,NaN,bicycle,bicycle,NaN,bicycle9-knife3.png
deit_sinsup,1,241,NaN,bird,bird,NaN,bird1-airplane2.png
deit_sinsup,1,242,NaN,bird,bird,NaN,bird1-bear1.png
deit_sinsup,1,243,NaN,bird,bird,NaN,bird1-bicycle2.png
deit_sinsup,1,244,NaN,bird,bird,NaN,bird1-boat1.png
deit_sinsup,1,245,NaN,chair,bird,NaN,bird1-chair2.png
deit_sinsup,1,246,NaN,bird,bird,NaN,bird1-clock3.png
deit_sinsup,1,247,NaN,bird,bird,NaN,bird1-elephant2.png
deit_sinsup,1,248,NaN,bird,bird,NaN,bird1-keyboard3.png
deit_sinsup,1,249,NaN,bird,bird,NaN,bird1-knife3.png
deit_sinsup,1,250,NaN,bird,bird,NaN,bird1-oven1.png
deit_sinsup,1,251,NaN,bird,bird,NaN,bird1-truck1.png
deit_sinsup,1,252,NaN,elephant,bird,NaN,bird10-bear2.png
deit_sinsup,1,253,NaN,chair,bird,NaN,bird10-bicycle1.png
deit_sinsup,1,254,NaN,knife,bird,NaN,bird10-bird2.png
deit_sinsup,1,255,NaN,bird,bird,NaN,bird10-cat1.png
deit_sinsup,1,256,NaN,dog,bird,NaN,bird10-chair1.png
deit_sinsup,1,257,NaN,elephant,bird,NaN,bird10-clock1.png
deit_sinsup,1,258,NaN,clock,bird,NaN,bird10-elephant2.png
deit_sinsup,1,259,NaN,bird,bird,NaN,bird2-airplane3.png
deit_sinsup,1,260,NaN,bird,bird,NaN,bird2-bird2.png
deit_sinsup,1,261,NaN,bicycle,bird,NaN,bird2-car3.png
deit_sinsup,1,262,NaN,elephant,bird,NaN,bird2-clock3.png
deit_sinsup,1,263,NaN,bird,bird,NaN,bird2-dog2.png
deit_sinsup,1,264,NaN,cat,bird,NaN,bird2-knife1.png
deit_sinsup,1,265,NaN,elephant,bird,NaN,bird3-bear3.png
deit_sinsup,1,266,NaN,bird,bird,NaN,bird3-bird2.png
deit_sinsup,1,267,NaN,elephant,bird,NaN,bird3-boat3.png
deit_sinsup,1,268,NaN,bird,bird,NaN,bird3-bottle2.png
deit_sinsup,1,269,NaN,chair,bird,NaN,bird3-cat1.png
deit_sinsup,1,270,NaN,elephant,bird,NaN,bird3-dog1.png
deit_sinsup,1,271,NaN,bird,bird,NaN,bird3-knife3.png
deit_sinsup,1,272,NaN,oven,bird,NaN,bird3-oven1.png
deit_sinsup,1,273,NaN,bird,bird,NaN,bird3-truck3.png
deit_sinsup,1,274,NaN,bird,bird,NaN,bird4-airplane1.png
deit_sinsup,1,275,NaN,cat,bird,NaN,bird4-bicycle2.png
deit_sinsup,1,276,NaN,knife,bird,NaN,bird4-cat3.png
deit_sinsup,1,277,NaN,oven,bird,NaN,bird4-clock1.png
deit_sinsup,1,278,NaN,dog,bird,NaN,bird4-dog3.png
deit_sinsup,1,279,NaN,bird,bird,NaN,bird5-airplane3.png
deit_sinsup,1,280,NaN,bird,bird,NaN,bird5-bear3.png
deit_sinsup,1,281,NaN,bird,bird,NaN,bird5-bicycle1.png
deit_sinsup,1,282,NaN,bird,bird,NaN,bird5-bird1.png
deit_sinsup,1,283,NaN,bird,bird,NaN,bird5-car2.png
deit_sinsup,1,284,NaN,bird,bird,NaN,bird5-cat2.png
deit_sinsup,1,285,NaN,bird,bird,NaN,bird5-chair1.png
deit_sinsup,1,286,NaN,knife,bird,NaN,bird5-dog2.png
deit_sinsup,1,287,NaN,bird,bird,NaN,bird5-keyboard2.png
deit_sinsup,1,288,NaN,bird,bird,NaN,bird5-oven3.png
deit_sinsup,1,289,NaN,bird,bird,NaN,bird5-truck2.png
deit_sinsup,1,290,NaN,knife,bird,NaN,bird6-airplane2.png
deit_sinsup,1,291,NaN,airplane,bird,NaN,bird6-boat2.png
deit_sinsup,1,292,NaN,clock,bird,NaN,bird6-bottle3.png
deit_sinsup,1,293,NaN,bird,bird,NaN,bird6-car3.png
deit_sinsup,1,294,NaN,elephant,bird,NaN,bird6-elephant2.png
deit_sinsup,1,295,NaN,airplane,bird,NaN,bird6-oven1.png
deit_sinsup,1,296,NaN,truck,bird,NaN,bird6-truck2.png
deit_sinsup,1,297,NaN,knife,bird,NaN,bird7-bird2.png
deit_sinsup,1,298,NaN,bird,bird,NaN,bird7-boat1.png
deit_sinsup,1,299,NaN,bird,bird,NaN,bird7-bottle1.png
deit_sinsup,1,300,NaN,chair,bird,NaN,bird7-car2.png
deit_sinsup,1,301,NaN,chair,bird,NaN,bird7-cat3.png
deit_sinsup,1,302,NaN,bird,bird,NaN,bird7-keyboard3.png
deit_sinsup,1,303,NaN,bird,bird,NaN,bird7-knife2.png
deit_sinsup,1,304,NaN,bird,bird,NaN,bird7-oven3.png
deit_sinsup,1,305,NaN,bird,bird,NaN,bird7-truck2.png
deit_sinsup,1,306,NaN,bird,bird,NaN,bird8-boat3.png
deit_sinsup,1,307,NaN,bird,bird,NaN,bird8-bottle1.png
deit_sinsup,1,308,NaN,bird,bird,NaN,bird8-car2.png
deit_sinsup,1,309,NaN,bird,bird,NaN,bird8-chair1.png
deit_sinsup,1,310,NaN,bird,bird,NaN,bird8-clock1.png
deit_sinsup,1,311,NaN,bird,bird,NaN,bird8-elephant1.png
deit_sinsup,1,312,NaN,airplane,bird,NaN,bird8-keyboard2.png
deit_sinsup,1,313,NaN,bird,bird,NaN,bird8-knife2.png
deit_sinsup,1,314,NaN,elephant,bird,NaN,bird9-bear3.png
deit_sinsup,1,315,NaN,bird,bird,NaN,bird9-bicycle3.png
deit_sinsup,1,316,NaN,bird,bird,NaN,bird9-bottle3.png
deit_sinsup,1,317,NaN,bird,bird,NaN,bird9-chair1.png
deit_sinsup,1,318,NaN,bird,bird,NaN,bird9-dog2.png
deit_sinsup,1,319,NaN,bird,bird,NaN,bird9-elephant2.png
deit_sinsup,1,320,NaN,bird,bird,NaN,bird9-keyboard1.png
deit_sinsup,1,321,NaN,elephant,boat,NaN,boat1-bear1.png
deit_sinsup,1,322,NaN,elephant,boat,NaN,boat1-bicycle2.png
deit_sinsup,1,323,NaN,knife,boat,NaN,boat1-bird3.png
deit_sinsup,1,324,NaN,clock,boat,NaN,boat1-car2.png
deit_sinsup,1,325,NaN,airplane,boat,NaN,boat1-chair3.png
deit_sinsup,1,326,NaN,airplane,boat,NaN,boat1-elephant3.png
deit_sinsup,1,327,NaN,knife,boat,NaN,boat1-keyboard3.png
deit_sinsup,1,328,NaN,boat,boat,NaN,boat1-oven1.png
deit_sinsup,1,329,NaN,chair,boat,NaN,boat1-truck3.png
deit_sinsup,1,330,NaN,bicycle,boat,NaN,boat10-bear3.png
deit_sinsup,1,331,NaN,boat,boat,NaN,boat10-boat3.png
deit_sinsup,1,332,NaN,clock,boat,NaN,boat10-cat1.png
deit_sinsup,1,333,NaN,car,boat,NaN,boat10-oven1.png
deit_sinsup,1,334,NaN,boat,boat,NaN,boat10-truck1.png
deit_sinsup,1,335,NaN,boat,boat,NaN,boat2-airplane1.png
deit_sinsup,1,336,NaN,elephant,boat,NaN,boat2-bear3.png
deit_sinsup,1,337,NaN,clock,boat,NaN,boat2-bird1.png
deit_sinsup,1,338,NaN,clock,boat,NaN,boat2-bottle2.png
deit_sinsup,1,339,NaN,knife,boat,NaN,boat2-keyboard1.png
deit_sinsup,1,340,NaN,clock,boat,NaN,boat2-oven3.png
deit_sinsup,1,341,NaN,keyboard,boat,NaN,boat3-airplane2.png
deit_sinsup,1,342,NaN,elephant,boat,NaN,boat3-bicycle2.png
deit_sinsup,1,343,NaN,chair,boat,NaN,boat3-car3.png
deit_sinsup,1,344,NaN,oven,boat,NaN,boat3-cat3.png
deit_sinsup,1,345,NaN,boat,boat,NaN,boat3-chair3.png
deit_sinsup,1,346,NaN,boat,boat,NaN,boat3-clock3.png
deit_sinsup,1,347,NaN,boat,boat,NaN,boat3-dog3.png
deit_sinsup,1,348,NaN,airplane,boat,NaN,boat3-keyboard2.png
deit_sinsup,1,349,NaN,oven,boat,NaN,boat4-bicycle3.png
deit_sinsup,1,350,NaN,elephant,boat,NaN,boat4-bird1.png
deit_sinsup,1,351,NaN,boat,boat,NaN,boat4-boat3.png
deit_sinsup,1,352,NaN,bear,boat,NaN,boat4-bottle2.png
deit_sinsup,1,353,NaN,oven,boat,NaN,boat4-car3.png
deit_sinsup,1,354,NaN,truck,boat,NaN,boat4-chair2.png
deit_sinsup,1,355,NaN,elephant,boat,NaN,boat4-dog2.png
deit_sinsup,1,356,NaN,oven,boat,NaN,boat4-elephant2.png
deit_sinsup,1,357,NaN,airplane,boat,NaN,boat4-knife2.png
deit_sinsup,1,358,NaN,chair,boat,NaN,boat5-airplane1.png
deit_sinsup,1,359,NaN,boat,boat,NaN,boat5-bicycle3.png
deit_sinsup,1,360,NaN,boat,boat,NaN,boat5-boat3.png
deit_sinsup,1,361,NaN,bicycle,boat,NaN,boat5-car3.png
deit_sinsup,1,362,NaN,boat,boat,NaN,boat5-clock3.png
deit_sinsup,1,363,NaN,truck,boat,NaN,boat5-knife2.png
deit_sinsup,1,364,NaN,boat,boat,NaN,boat6-airplane2.png
