subj,session,trial,rt,object_response,category,condition,imagename
vits_dino,1,49,NaN,bear,airplane,NaN,airplane5-dog3.png
vits_dino,1,50,NaN,knife,airplane,NaN,airplane5-knife1.png
vits_dino,1,51,NaN,oven,airplane,NaN,airplane5-oven3.png
vits_dino,1,52,NaN,bird,airplane,NaN,airplane6-bear3.png
vits_dino,1,53,NaN,bottle,airplane,NaN,airplane6-bottle2.png
vits_dino,1,54,NaN,chair,airplane,NaN,airplane6-chair3.png
vits_dino,1,55,NaN,bottle,airplane,NaN,airplane6-keyboard3.png
vits_dino,1,56,NaN,knife,airplane,NaN,airplane6-knife1.png
vits_dino,1,57,NaN,airplane,airplane,NaN,airplane7-airplane3.png
vits_dino,1,58,NaN,knife,airplane,NaN,airplane7-bird3.png
vits_dino,1,59,NaN,boat,airplane,NaN,airplane7-boat2.png
vits_dino,1,60,NaN,clock,airplane,NaN,airplane7-bottle3.png
vits_dino,1,61,NaN,boat,airplane,NaN,airplane7-car1.png
vits_dino,1,62,NaN,keyboard,airplane,NaN,airplane7-cat3.png
vits_dino,1,63,NaN,clock,airplane,NaN,airplane7-clock3.png
vits_dino,1,64,NaN,keyboard,airplane,NaN,airplane7-keyboard1.png
vits_dino,1,65,NaN,car,airplane,NaN,airplane7-truck1.png
vits_dino,1,66,NaN,chair,airplane,NaN,airplane8-bicycle3.png
vits_dino,1,67,NaN,bottle,airplane,NaN,airplane8-bird1.png
vits_dino,1,68,NaN,bottle,airplane,NaN,airplane8-chair1.png
vits_dino,1,69,NaN,clock,airplane,NaN,airplane8-clock2.png
vits_dino,1,70,NaN,elephant,airplane,NaN,airplane8-elephant3.png
vits_dino,1,71,NaN,bottle,airplane,NaN,airplane8-oven2.png
vits_dino,1,72,NaN,keyboard,airplane,NaN,airplane8-truck3.png
vits_dino,1,73,NaN,airplane,airplane,NaN,airplane9-airplane2.png
vits_dino,1,74,NaN,boat,airplane,NaN,airplane9-boat1.png
vits_dino,1,75,NaN,boat,airplane,NaN,airplane9-car2.png
vits_dino,1,76,NaN,clock,airplane,NaN,airplane9-clock1.png
vits_dino,1,77,NaN,clock,airplane,NaN,airplane9-keyboard2.png
vits_dino,1,78,NaN,knife,airplane,NaN,airplane9-knife3.png
vits_dino,1,79,NaN,oven,airplane,NaN,airplane9-oven2.png
vits_dino,1,80,NaN,truck,airplane,NaN,airplane9-truck1.png
vits_dino,1,81,NaN,bottle,bear,NaN,bear1-airplane3.png
vits_dino,1,82,NaN,bear,bear,NaN,bear1-bear3.png
vits_dino,1,83,NaN,chair,bear,NaN,bear1-bicycle3.png
vits_dino,1,84,NaN,bear,bear,NaN,bear1-bird2.png
vits_dino,1,85,NaN,bottle,bear,NaN,bear1-chair2.png
vits_dino,1,86,NaN,bottle,bear,NaN,bear1-clock2.png
vits_dino,1,87,NaN,elephant,bear,NaN,bear1-elephant1.png
vits_dino,1,88,NaN,bear,bear,NaN,bear10-bear2.png
vits_dino,1,89,NaN,bottle,bear,NaN,bear10-bottle1.png
vits_dino,1,90,NaN,boat,bear,NaN,bear10-car2.png
vits_dino,1,91,NaN,cat,bear,NaN,bear10-cat2.png
vits_dino,1,92,NaN,chair,bear,NaN,bear10-chair2.png
vits_dino,1,93,NaN,clock,bear,NaN,bear10-clock1.png
vits_dino,1,94,NaN,elephant,bear,NaN,bear10-elephant1.png
vits_dino,1,95,NaN,clock,bear,NaN,bear10-keyboard3.png
vits_dino,1,96,NaN,knife,bear,NaN,bear10-knife2.png
vits_dino,1,97,NaN,bottle,bear,NaN,bear10-oven1.png
vits_dino,1,98,NaN,truck,bear,NaN,bear10-truck1.png
vits_dino,1,99,NaN,knife,bear,NaN,bear2-airplane1.png
vits_dino,1,100,NaN,knife,bear,NaN,bear2-bird3.png
vits_dino,1,101,NaN,bottle,bear,NaN,bear2-car2.png
vits_dino,1,102,NaN,cat,bear,NaN,bear2-cat2.png
vits_dino,1,103,NaN,bear,bear,NaN,bear2-dog1.png
vits_dino,1,104,NaN,elephant,bear,NaN,bear2-elephant1.png
vits_dino,1,105,NaN,bottle,bear,NaN,bear2-keyboard2.png
vits_dino,1,106,NaN,knife,bear,NaN,bear2-knife2.png
vits_dino,1,107,NaN,knife,bear,NaN,bear2-oven1.png
vits_dino,1,108,NaN,boat,bear,NaN,bear3-airplane1.png
vits_dino,1,109,NaN,bicycle,bear,NaN,bear3-bicycle2.png
vits_dino,1,110,NaN,oven,bear,NaN,bear3-bird3.png
vits_dino,1,111,NaN,bottle,bear,NaN,bear3-car2.png
vits_dino,1,112,NaN,cat,bear,NaN,bear3-cat1.png
vits_dino,1,113,NaN,chair,bear,NaN,bear3-chair2.png
vits_dino,1,114,NaN,dog,bear,NaN,bear3-dog3.png
vits_dino,1,115,NaN,keyboard,bear,NaN,bear3-keyboard2.png
vits_dino,1,116,NaN,chair,bear,NaN,bear3-truck3.png
vits_dino,1,117,NaN,boat,bear,NaN,bear4-boat2.png
vits_dino,1,118,NaN,car,bear,NaN,bear4-car3.png
vits_dino,1,119,NaN,bear,bear,NaN,bear4-cat3.png
vits_dino,1,120,NaN,clock,bear,NaN,bear4-clock3.png
vits_dino,1,121,NaN,elephant,bear,NaN,bear4-elephant2.png
vits_dino,1,122,NaN,knife,bear,NaN,bear4-keyboard3.png
vits_dino,1,123,NaN,knife,bear,NaN,bear4-knife1.png
vits_dino,1,124,NaN,bottle,bear,NaN,bear4-oven2.png
vits_dino,1,125,NaN,boat,bear,NaN,bear4-truck3.png
vits_dino,1,126,NaN,keyboard,bear,NaN,bear5-airplane3.png
vits_dino,1,127,NaN,bottle,bear,NaN,bear5-bicycle3.png
vits_dino,1,128,NaN,bird,bear,NaN,bear5-bird1.png
vits_dino,1,129,NaN,boat,bear,NaN,bear5-boat2.png
vits_dino,1,130,NaN,bottle,bear,NaN,bear5-bottle1.png
vits_dino,1,131,NaN,bottle,bear,NaN,bear5-chair1.png
vits_dino,1,132,NaN,oven,bear,NaN,bear5-oven3.png
vits_dino,1,133,NaN,bear,bear,NaN,bear6-bear1.png
vits_dino,1,134,NaN,bottle,bear,NaN,bear6-bird2.png
vits_dino,1,135,NaN,chair,bear,NaN,bear6-boat3.png
vits_dino,1,136,NaN,bottle,bear,NaN,bear6-bottle3.png
vits_dino,1,137,NaN,boat,bear,NaN,bear6-car2.png
vits_dino,1,138,NaN,bear,bear,NaN,bear6-cat3.png
vits_dino,1,139,NaN,chair,bear,NaN,bear6-chair1.png
vits_dino,1,140,NaN,clock,bear,NaN,bear6-clock1.png
vits_dino,1,141,NaN,bear,bear,NaN,bear7-bear2.png
vits_dino,1,142,NaN,bottle,bear,NaN,bear7-bicycle2.png
vits_dino,1,143,NaN,clock,bear,NaN,bear7-clock1.png
vits_dino,1,144,NaN,bear,bear,NaN,bear7-dog3.png
vits_dino,1,145,NaN,oven,bear,NaN,bear7-oven3.png
vits_dino,1,146,NaN,bottle,bear,NaN,bear7-truck1.png
vits_dino,1,147,NaN,knife,bear,NaN,bear8-airplane1.png
vits_dino,1,148,NaN,bear,bear,NaN,bear8-bear1.png
vits_dino,1,149,NaN,bottle,bear,NaN,bear8-bicycle3.png
vits_dino,1,150,NaN,boat,bear,NaN,bear8-boat2.png
vits_dino,1,151,NaN,clock,bear,NaN,bear8-bottle1.png
vits_dino,1,152,NaN,bear,bear,NaN,bear8-dog1.png
vits_dino,1,153,NaN,elephant,bear,NaN,bear8-elephant2.png
vits_dino,1,154,NaN,knife,bear,NaN,bear8-knife3.png
vits_dino,1,155,NaN,truck,bear,NaN,bear8-truck3.png
vits_dino,1,156,NaN,boat,bear,NaN,bear9-boat2.png
vits_dino,1,157,NaN,bottle,bear,NaN,bear9-bottle2.png
vits_dino,1,158,NaN,bear,bear,NaN,bear9-dog1.png
vits_dino,1,159,NaN,keyboard,bear,NaN,bear9-keyboard3.png
vits_dino,1,160,NaN,knife,bear,NaN,bear9-knife2.png
vits_dino,1,161,NaN,clock,bicycle,NaN,bicycle1-airplane2.png
vits_dino,1,162,NaN,elephant,bicycle,NaN,bicycle1-bear1.png
vits_dino,1,163,NaN,bicycle,bicycle,NaN,bicycle1-bicycle3.png
vits_dino,1,164,NaN,clock,bicycle,NaN,bicycle1-bird1.png
vits_dino,1,165,NaN,clock,bicycle,NaN,bicycle1-boat3.png
vits_dino,1,166,NaN,bicycle,bicycle,NaN,bicycle1-bottle3.png
vits_dino,1,167,NaN,chair,bicycle,NaN,bicycle1-chair1.png
vits_dino,1,168,NaN,clock,bicycle,NaN,bicycle1-clock3.png
vits_dino,1,169,NaN,bicycle,bicycle,NaN,bicycle1-dog3.png
vits_dino,1,170,NaN,elephant,bicycle,NaN,bicycle1-elephant2.png
vits_dino,1,171,NaN,chair,bicycle,NaN,bicycle1-knife3.png
vits_dino,1,172,NaN,clock,bicycle,NaN,bicycle1-oven1.png
vits_dino,1,173,NaN,bicycle,bicycle,NaN,bicycle1-truck1.png
vits_dino,1,174,NaN,bottle,bicycle,NaN,bicycle10-airplane2.png
vits_dino,1,175,NaN,chair,bicycle,NaN,bicycle10-boat3.png
vits_dino,1,176,NaN,bicycle,bicycle,NaN,bicycle10-clock2.png
vits_dino,1,177,NaN,oven,bicycle,NaN,bicycle10-dog3.png
vits_dino,1,178,NaN,elephant,bicycle,NaN,bicycle10-elephant2.png
vits_dino,1,179,NaN,bicycle,bicycle,NaN,bicycle2-bicycle1.png
vits_dino,1,180,NaN,bicycle,bicycle,NaN,bicycle2-bird3.png
vits_dino,1,181,NaN,clock,bicycle,NaN,bicycle2-bottle1.png
vits_dino,1,182,NaN,car,bicycle,NaN,bicycle2-car2.png
vits_dino,1,183,NaN,dog,bicycle,NaN,bicycle2-dog1.png
vits_dino,1,184,NaN,clock,bicycle,NaN,bicycle2-keyboard2.png
vits_dino,1,185,NaN,knife,bicycle,NaN,bicycle2-knife2.png
vits_dino,1,186,NaN,bottle,bicycle,NaN,bicycle3-bird1.png
vits_dino,1,187,NaN,clock,bicycle,NaN,bicycle3-elephant2.png
vits_dino,1,188,NaN,bicycle,bicycle,NaN,bicycle3-keyboard1.png
vits_dino,1,189,NaN,knife,bicycle,NaN,bicycle3-oven3.png
vits_dino,1,190,NaN,clock,bicycle,NaN,bicycle3-truck3.png
vits_dino,1,191,NaN,bicycle,bicycle,NaN,bicycle4-airplane1.png
vits_dino,1,192,NaN,bicycle,bicycle,NaN,bicycle4-bicycle3.png
vits_dino,1,193,NaN,bicycle,bicycle,NaN,bicycle4-boat1.png
vits_dino,1,194,NaN,clock,bicycle,NaN,bicycle4-bottle1.png
vits_dino,1,195,NaN,bicycle,bicycle,NaN,bicycle4-car2.png
vits_dino,1,196,NaN,cat,bicycle,NaN,bicycle4-cat1.png
vits_dino,1,197,NaN,clock,bicycle,NaN,bicycle4-chair2.png
vits_dino,1,198,NaN,clock,bicycle,NaN,bicycle4-clock3.png
vits_dino,1,199,NaN,clock,bicycle,NaN,bicycle4-keyboard3.png
vits_dino,1,200,NaN,knife,bicycle,NaN,bicycle4-knife3.png
vits_dino,1,201,NaN,clock,bicycle,NaN,bicycle4-oven3.png
vits_dino,1,202,NaN,bottle,bicycle,NaN,bicycle4-truck3.png
vits_dino,1,203,NaN,cat,bicycle,NaN,bicycle5-bear1.png
vits_dino,1,204,NaN,bicycle,bicycle,NaN,bicycle5-bottle3.png
vits_dino,1,205,NaN,bicycle,bicycle,NaN,bicycle5-car3.png
vits_dino,1,206,NaN,dog,bicycle,NaN,bicycle5-cat1.png
vits_dino,1,207,NaN,clock,bicycle,NaN,bicycle5-chair2.png
vits_dino,1,208,NaN,oven,bicycle,NaN,bicycle5-dog2.png
vits_dino,1,209,NaN,elephant,bicycle,NaN,bicycle5-elephant1.png
vits_dino,1,210,NaN,clock,bicycle,NaN,bicycle5-keyboard3.png
vits_dino,1,211,NaN,knife,bicycle,NaN,bicycle5-oven3.png
vits_dino,1,212,NaN,knife,bicycle,NaN,bicycle6-airplane2.png
vits_dino,1,213,NaN,bicycle,bicycle,NaN,bicycle6-bicycle3.png
vits_dino,1,214,NaN,bicycle,bicycle,NaN,bicycle6-boat2.png
vits_dino,1,215,NaN,bicycle,bicycle,NaN,bicycle6-car2.png
vits_dino,1,216,NaN,cat,bicycle,NaN,bicycle6-cat1.png
vits_dino,1,217,NaN,dog,bicycle,NaN,bicycle6-dog2.png
vits_dino,1,218,NaN,bird,bicycle,NaN,bicycle7-bear2.png
vits_dino,1,219,NaN,bicycle,bicycle,NaN,bicycle7-bicycle2.png
vits_dino,1,220,NaN,cat,bicycle,NaN,bicycle7-cat1.png
vits_dino,1,221,NaN,clock,bicycle,NaN,bicycle7-clock3.png
vits_dino,1,222,NaN,elephant,bicycle,NaN,bicycle7-elephant2.png
vits_dino,1,223,NaN,clock,bicycle,NaN,bicycle7-knife2.png
vits_dino,1,224,NaN,clock,bicycle,NaN,bicycle7-oven1.png
vits_dino,1,225,NaN,bottle,bicycle,NaN,bicycle7-truck3.png
vits_dino,1,226,NaN,bottle,bicycle,NaN,bicycle8-bear2.png
vits_dino,1,227,NaN,bicycle,bicycle,NaN,bicycle8-bird2.png
vits_dino,1,228,NaN,bicycle,bicycle,NaN,bicycle8-boat1.png
vits_dino,1,229,NaN,chair,bicycle,NaN,bicycle8-chair2.png
vits_dino,1,230,NaN,clock,bicycle,NaN,bicycle8-clock3.png
vits_dino,1,231,NaN,bicycle,bicycle,NaN,bicycle8-truck1.png
vits_dino,1,232,NaN,clock,bicycle,NaN,bicycle9-airplane2.png
vits_dino,1,233,NaN,cat,bicycle,NaN,bicycle9-bear1.png
vits_dino,1,234,NaN,bicycle,bicycle,NaN,bicycle9-bird3.png
vits_dino,1,235,NaN,clock,bicycle,NaN,bicycle9-bottle1.png
vits_dino,1,236,NaN,bicycle,bicycle,NaN,bicycle9-car1.png
vits_dino,1,237,NaN,bottle,bicycle,NaN,bicycle9-cat3.png
vits_dino,1,238,NaN,chair,bicycle,NaN,bicycle9-chair1.png
vits_dino,1,239,NaN,clock,bicycle,NaN,bicycle9-keyboard3.png
vits_dino,1,240,NaN,knife,bicycle,NaN,bicycle9-knife3.png
vits_dino,1,241,NaN,bottle,bird,NaN,bird1-airplane2.png
vits_dino,1,242,NaN,bear,bird,NaN,bird1-bear1.png
vits_dino,1,243,NaN,bicycle,bird,NaN,bird1-bicycle2.png
vits_dino,1,244,NaN,boat,bird,NaN,bird1-boat1.png
vits_dino,1,245,NaN,oven,bird,NaN,bird1-chair2.png
vits_dino,1,246,NaN,clock,bird,NaN,bird1-clock3.png
vits_dino,1,247,NaN,elephant,bird,NaN,bird1-elephant2.png
vits_dino,1,248,NaN,bottle,bird,NaN,bird1-keyboard3.png
vits_dino,1,249,NaN,knife,bird,NaN,bird1-knife3.png
vits_dino,1,250,NaN,bottle,bird,NaN,bird1-oven1.png
vits_dino,1,251,NaN,bottle,bird,NaN,bird1-truck1.png
vits_dino,1,252,NaN,bear,bird,NaN,bird10-bear2.png
vits_dino,1,253,NaN,bicycle,bird,NaN,bird10-bicycle1.png
vits_dino,1,254,NaN,bird,bird,NaN,bird10-bird2.png
vits_dino,1,255,NaN,cat,bird,NaN,bird10-cat1.png
vits_dino,1,256,NaN,chair,bird,NaN,bird10-chair1.png
vits_dino,1,257,NaN,clock,bird,NaN,bird10-clock1.png
vits_dino,1,258,NaN,elephant,bird,NaN,bird10-elephant2.png
vits_dino,1,259,NaN,bottle,bird,NaN,bird2-airplane3.png
vits_dino,1,260,NaN,bird,bird,NaN,bird2-bird2.png
vits_dino,1,261,NaN,bottle,bird,NaN,bird2-car3.png
vits_dino,1,262,NaN,clock,bird,NaN,bird2-clock3.png
vits_dino,1,263,NaN,dog,bird,NaN,bird2-dog2.png
vits_dino,1,264,NaN,knife,bird,NaN,bird2-knife1.png
vits_dino,1,265,NaN,elephant,bird,NaN,bird3-bear3.png
vits_dino,1,266,NaN,bird,bird,NaN,bird3-bird2.png
vits_dino,1,267,NaN,chair,bird,NaN,bird3-boat3.png
vits_dino,1,268,NaN,bottle,bird,NaN,bird3-bottle2.png
vits_dino,1,269,NaN,cat,bird,NaN,bird3-cat1.png
vits_dino,1,270,NaN,bear,bird,NaN,bird3-dog1.png
vits_dino,1,271,NaN,knife,bird,NaN,bird3-knife3.png
vits_dino,1,272,NaN,keyboard,bird,NaN,bird3-oven1.png
vits_dino,1,273,NaN,keyboard,bird,NaN,bird3-truck3.png
vits_dino,1,274,NaN,knife,bird,NaN,bird4-airplane1.png
vits_dino,1,275,NaN,chair,bird,NaN,bird4-bicycle2.png
vits_dino,1,276,NaN,cat,bird,NaN,bird4-cat3.png
vits_dino,1,277,NaN,clock,bird,NaN,bird4-clock1.png
vits_dino,1,278,NaN,dog,bird,NaN,bird4-dog3.png
vits_dino,1,279,NaN,keyboard,bird,NaN,bird5-airplane3.png
vits_dino,1,280,NaN,bird,bird,NaN,bird5-bear3.png
vits_dino,1,281,NaN,bicycle,bird,NaN,bird5-bicycle1.png
vits_dino,1,282,NaN,bottle,bird,NaN,bird5-bird1.png
vits_dino,1,283,NaN,boat,bird,NaN,bird5-car2.png
vits_dino,1,284,NaN,cat,bird,NaN,bird5-cat2.png
vits_dino,1,285,NaN,bottle,bird,NaN,bird5-chair1.png
vits_dino,1,286,NaN,dog,bird,NaN,bird5-dog2.png
vits_dino,1,287,NaN,bottle,bird,NaN,bird5-keyboard2.png
vits_dino,1,288,NaN,keyboard,bird,NaN,bird5-oven3.png
vits_dino,1,289,NaN,truck,bird,NaN,bird5-truck2.png
vits_dino,1,290,NaN,bottle,bird,NaN,bird6-airplane2.png
vits_dino,1,291,NaN,boat,bird,NaN,bird6-boat2.png
vits_dino,1,292,NaN,bottle,bird,NaN,bird6-bottle3.png
vits_dino,1,293,NaN,car,bird,NaN,bird6-car3.png
vits_dino,1,294,NaN,elephant,bird,NaN,bird6-elephant2.png
vits_dino,1,295,NaN,knife,bird,NaN,bird6-oven1.png
vits_dino,1,296,NaN,truck,bird,NaN,bird6-truck2.png
vits_dino,1,297,NaN,bird,bird,NaN,bird7-bird2.png
vits_dino,1,298,NaN,boat,bird,NaN,bird7-boat1.png
vits_dino,1,299,NaN,clock,bird,NaN,bird7-bottle1.png
vits_dino,1,300,NaN,boat,bird,NaN,bird7-car2.png
vits_dino,1,301,NaN,bottle,bird,NaN,bird7-cat3.png
vits_dino,1,302,NaN,clock,bird,NaN,bird7-keyboard3.png
vits_dino,1,303,NaN,knife,bird,NaN,bird7-knife2.png
vits_dino,1,304,NaN,knife,bird,NaN,bird7-oven3.png
vits_dino,1,305,NaN,truck,bird,NaN,bird7-truck2.png
vits_dino,1,306,NaN,chair,bird,NaN,bird8-boat3.png
vits_dino,1,307,NaN,bottle,bird,NaN,bird8-bottle1.png
vits_dino,1,308,NaN,bottle,bird,NaN,bird8-car2.png
vits_dino,1,309,NaN,car,bird,NaN,bird8-chair1.png
vits_dino,1,310,NaN,clock,bird,NaN,bird8-clock1.png
vits_dino,1,311,NaN,elephant,bird,NaN,bird8-elephant1.png
vits_dino,1,312,NaN,bottle,bird,NaN,bird8-keyboard2.png
vits_dino,1,313,NaN,knife,bird,NaN,bird8-knife2.png
vits_dino,1,314,NaN,bird,bird,NaN,bird9-bear3.png
vits_dino,1,315,NaN,chair,bird,NaN,bird9-bicycle3.png
vits_dino,1,316,NaN,bottle,bird,NaN,bird9-bottle3.png
vits_dino,1,317,NaN,bottle,bird,NaN,bird9-chair1.png
vits_dino,1,318,NaN,dog,bird,NaN,bird9-dog2.png
vits_dino,1,319,NaN,elephant,bird,NaN,bird9-elephant2.png
vits_dino,1,320,NaN,clock,bird,NaN,bird9-keyboard1.png
vits_dino,1,321,NaN,bear,boat,NaN,boat1-bear1.png
vits_dino,1,322,NaN,bottle,boat,NaN,boat1-bicycle2.png
vits_dino,1,323,NaN,airplane,boat,NaN,boat1-bird3.png
vits_dino,1,324,NaN,car,boat,NaN,boat1-car2.png
vits_dino,1,325,NaN,chair,boat,NaN,boat1-chair3.png
vits_dino,1,326,NaN,elephant,boat,NaN,boat1-elephant3.png
vits_dino,1,327,NaN,knife,boat,NaN,boat1-keyboard3.png
vits_dino,1,328,NaN,keyboard,boat,NaN,boat1-oven1.png
vits_dino,1,329,NaN,chair,boat,NaN,boat1-truck3.png
vits_dino,1,330,NaN,bird,boat,NaN,boat10-bear3.png
vits_dino,1,331,NaN,boat,boat,NaN,boat10-boat3.png
vits_dino,1,332,NaN,cat,boat,NaN,boat10-cat1.png
vits_dino,1,333,NaN,clock,boat,NaN,boat10-oven1.png
vits_dino,1,334,NaN,car,boat,NaN,boat10-truck1.png
vits_dino,1,335,NaN,keyboard,boat,NaN,boat2-airplane1.png
vits_dino,1,336,NaN,bird,boat,NaN,boat2-bear3.png
vits_dino,1,337,NaN,bottle,boat,NaN,boat2-bird1.png
vits_dino,1,338,NaN,bottle,boat,NaN,boat2-bottle2.png
vits_dino,1,339,NaN,knife,boat,NaN,boat2-keyboard1.png
vits_dino,1,340,NaN,oven,boat,NaN,boat2-oven3.png
vits_dino,1,341,NaN,knife,boat,NaN,boat3-airplane2.png
vits_dino,1,342,NaN,chair,boat,NaN,boat3-bicycle2.png
vits_dino,1,343,NaN,car,boat,NaN,boat3-car3.png
vits_dino,1,344,NaN,elephant,boat,NaN,boat3-cat3.png
vits_dino,1,345,NaN,chair,boat,NaN,boat3-chair3.png
vits_dino,1,346,NaN,clock,boat,NaN,boat3-clock3.png
vits_dino,1,347,NaN,dog,boat,NaN,boat3-dog3.png
vits_dino,1,348,NaN,clock,boat,NaN,boat3-keyboard2.png
vits_dino,1,349,NaN,bottle,boat,NaN,boat4-bicycle3.png
vits_dino,1,350,NaN,bird,boat,NaN,boat4-bird1.png
vits_dino,1,351,NaN,boat,boat,NaN,boat4-boat3.png
vits_dino,1,352,NaN,bottle,boat,NaN,boat4-bottle2.png
vits_dino,1,353,NaN,car,boat,NaN,boat4-car3.png
vits_dino,1,354,NaN,bottle,boat,NaN,boat4-chair2.png
vits_dino,1,355,NaN,dog,boat,NaN,boat4-dog2.png
vits_dino,1,356,NaN,elephant,boat,NaN,boat4-elephant2.png
vits_dino,1,357,NaN,knife,boat,NaN,boat4-knife2.png
vits_dino,1,358,NaN,clock,boat,NaN,boat5-airplane1.png
vits_dino,1,359,NaN,bottle,boat,NaN,boat5-bicycle3.png
vits_dino,1,360,NaN,chair,boat,NaN,boat5-boat3.png
vits_dino,1,361,NaN,truck,boat,NaN,boat5-car3.png
vits_dino,1,362,NaN,clock,boat,NaN,boat5-clock3.png
vits_dino,1,363,NaN,knife,boat,NaN,boat5-knife2.png
vits_dino,1,364,NaN,boat,boat,NaN,boat6-airplane2.png
vits_dino,1,365,NaN,bear,boat,NaN,boat6-bear1.png
vits_dino,1,366,NaN,bicycle,boat,NaN,boat6-bicycle2.png
vits_dino,1,367,NaN,bottle,boat,NaN,boat6-bottle2.png
vits_dino,1,368,NaN,boat,boat,NaN,boat6-car1.png
vits_dino,1,369,NaN,cat,boat,NaN,boat6-cat1.png
vits_dino,1,370,NaN,keyboard,boat,NaN,boat6-clock2.png
vits_dino,1,371,NaN,bear,boat,NaN,boat6-dog1.png
vits_dino,1,372,NaN,elephant,boat,NaN,boat6-elephant2.png
vits_dino,1,373,NaN,knife,boat,NaN,boat6-knife2.png
vits_dino,1,374,NaN,boat,boat,NaN,boat6-truck3.png
vits_dino,1,375,NaN,boat,boat,NaN,boat7-boat2.png
vits_dino,1,376,NaN,clock,boat,NaN,boat7-bottle1.png
vits_dino,1,377,NaN,bottle,boat,NaN,boat7-cat3.png
vits_dino,1,378,NaN,bottle,boat,NaN,boat7-chair1.png
vits_dino,1,379,NaN,clock,boat,NaN,boat7-clock3.png
vits_dino,1,380,NaN,elephant,boat,NaN,boat7-elephant3.png
vits_dino,1,381,NaN,clock,boat,NaN,boat7-keyboard3.png
vits_dino,1,382,NaN,knife,boat,NaN,boat7-oven3.png
vits_dino,1,383,NaN,bottle,boat,NaN,boat7-truck2.png
vits_dino,1,384,NaN,bottle,boat,NaN,boat8-bird2.png
vits_dino,1,385,NaN,bottle,boat,NaN,boat8-bottle1.png
vits_dino,1,386,NaN,dog,boat,NaN,boat8-dog3.png
